dir,title,license,attribution,viewingDirection,editor,publisher
data,『渋沢栄一伝記資料』別巻第1,https://creativecommons.org/licenses/by/4.0/deed.ja,公益財団法人渋沢和栄一記念財団 Shibusawa Eiichi Memorial Foundation,right-to-left,渋沢青淵記念財団竜門社,渋沢青淵記念財団竜門社
